document_id,processed_path,page,chars,alnum_ratio,replacement_chars,page_status
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,115,2371,0.803,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,116,3866,0.8029,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,117,2783,0.8045,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,118,1428,0.7941,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,119,1148,0.804,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,120,1440,0.8021,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,121,1281,0.8009,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,122,1090,0.7862,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,123,2838,0.7717,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,124,1810,0.8011,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,125,4054,0.8046,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,126,1178,0.7895,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,127,1200,0.7958,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,128,1401,0.7923,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,129,1020,0.7833,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,130,1132,0.7774,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,131,1005,0.7861,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,132,665,0.7789,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,133,2206,0.8019,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,134,3076,0.8202,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,135,4378,0.8081,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,136,4704,0.8257,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,137,1974,0.8191,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,138,1885,0.8032,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,139,1668,0.8046,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,140,2198,0.8035,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,141,1997,0.8027,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,142,869,0.8101,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,143,646,0.7817,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,144,648,0.7793,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,145,4329,0.8071,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,146,4849,0.7958,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,147,2367,0.8112,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,148,1511,0.7849,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,149,3308,0.7923,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,150,3414,0.7671,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,151,3097,0.7388,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,152,3211,0.7453,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,153,860,0.7453,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,154,707,0.7567,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,155,3843,0.808,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,156,3636,0.8045,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,157,2118,0.8022,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,158,3594,0.7919,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,159,2972,0.8065,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,160,3372,0.78,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,161,762,0.7638,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,162,3834,0.7846,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,163,4660,0.8086,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,164,1061,0.7879,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,165,1262,0.7805,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,166,4265,0.8094,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,167,3332,0.8139,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,168,1479,0.8046,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,169,3301,0.8055,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,170,3331,0.8121,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,171,937,0.8026,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,172,2178,0.8021,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,173,945,0.8,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,174,4362,0.8042,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,175,4171,0.7919,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,176,2705,0.7963,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,177,2494,0.7971,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,178,857,0.7911,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,179,1835,0.7973,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,180,864,0.7894,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,181,4040,0.8059,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,182,1915,0.7567,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,183,583,0.789,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,184,4083,0.8141,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,185,3383,0.8085,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,186,1210,0.7917,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,187,1764,0.8022,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,188,1895,0.7984,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,189,2572,0.7974,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,190,1282,0.7886,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,191,4368,0.815,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,192,6820,0.762,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,193,1488,0.8071,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,194,2835,0.8134,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,195,804,0.7935,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,196,3654,0.7696,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,197,3139,0.7993,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,198,2805,0.81,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,199,597,0.7571,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,200,2208,0.8139,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,201,2052,0.8007,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,202,1834,0.789,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,203,1446,0.7925,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,204,4263,0.8037,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,205,4467,0.8079,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,206,1773,0.7501,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,207,813,0.8069,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,208,4183,0.8131,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,209,2294,0.799,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,210,1092,0.7958,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,211,1979,0.7948,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,212,2366,0.8145,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,213,2055,0.7985,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,214,2220,0.7842,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,215,2603,0.7899,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,216,2087,0.8112,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,217,1962,0.8109,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,218,5167,0.8181,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,219,2055,0.8204,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,220,1795,0.8234,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,221,2515,0.804,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,222,1857,0.7959,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,223,1994,0.8054,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,224,4357,0.8081,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,225,2176,0.7417,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,226,711,0.7525,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,227,4018,0.8024,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,228,3669,0.8046,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,229,3931,0.8041,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,230,4507,0.8116,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,231,3302,0.7953,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,232,4393,0.8042,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,233,4449,0.8101,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,234,4302,0.8066,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,235,4054,0.8187,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,236,3764,0.8082,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,237,2925,0.7986,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,238,3066,0.816,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,239,4205,0.8136,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,240,2961,0.8122,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,241,2999,0.8116,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,242,149,0.7517,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,243,160,0.775,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,244,178,0.764,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,245,281,0.79,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,246,135,0.7333,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,247,623,0.8074,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,248,5038,0.7952,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,249,3160,0.7927,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,250,622,0.7428,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,251,486,0.8045,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,252,4473,0.818,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,253,4667,0.7939,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,254,3994,0.7822,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,255,4037,0.8016,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,256,4152,0.7895,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,257,3931,0.8107,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,258,3254,0.7422,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,259,3487,0.737,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,260,2216,0.7112,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,261,2589,0.7165,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,262,3826,0.7509,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,263,4203,0.7457,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,264,3859,0.7505,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,265,3599,0.7385,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,266,4911,0.7436,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,267,4015,0.7198,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,268,1828,0.7292,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,269,2204,0.726,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,270,2343,0.7435,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,271,2259,0.7353,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,272,3178,0.7561,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,273,3691,0.7567,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,274,1914,0.7424,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,275,2278,0.7414,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,276,3585,0.7997,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,277,662,0.7644,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,278,3710,0.8078,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,279,3928,0.7996,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,280,2749,0.7846,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,281,500,0.724,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,282,4362,0.8237,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,283,4480,0.8127,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,284,4901,0.8015,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,285,276,0.7319,0,OK
PISA_001,dados_intermediarios/processed/OECD_PISA/PISA_001.md,286,2779,0.7988,0,OK
