evidence_id,run_id,question_run_id,response_id,question_id,category_id,framework,country,document_id,document_title,page_start,page_end,chunk_id,source_language,source_text,translated_text_pt,translation_status,semantic_score,evidence_classification,validation_status,review_notes
EVID_GANA_Q07_GH_001_P0048_002,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q07,RESP_GANA_Q07_20260912T142704Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_001,GH_001__GH_001.md,48,48,B7.3.3.1.2,en,"Explore the legal issues regarding intellectual property rights (e.g. Copyright, Patent, Trademark, Piracy, Copyright Infringement).","Explore as questões legais relacionadas aos direitos de propriedade intelectual (por exemplo, Copyright, Patente, Marca, Pirataria, Infringimento de Copyright).",translated,,supportive,candidate,
EVID_GANA_Q08_GH_002_P0007_001,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q08,RESP_GANA_Q08_20260912T142704Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_002,GH_002__GH_002.md,7,7,1,pt,"Guiar e facilitar a aprendizagem gerando discurso entre os aprendizes e desafiando-os a aceitar e compartilhar a responsabilidade por sua própria aprendizagem, com base em suas diferenças individuais únicas.","Guiar e facilitar a aprendizagem gerando discurso entre os aprendizes e desafiando-os a aceitar e compartilhar a responsabilidade por sua própria aprendizagem, com base em suas diferenças individuais únicas.",not_needed,,supportive,candidate,
EVID_GANA_Q08_GH_002_P0030_002,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q08,RESP_GANA_Q08_20260912T142704Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_002,GH_002__GH_002.md,30,30,2,en,"Select computing content, adapt and plan lessons to meet the interests, knowledge, understanding, abilities, and experiences of learners.","Selecionar conteúdo de computação, adaptar e planejar aulas para atender aos interesses, conhecimentos, compreensão, habilidades e experiências dos aprendizes.",translated,,supportive,candidate,
EVID_GANA_Q09_GH_001_P0026_001,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q09,RESP_GANA_Q09_20260912T142704Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_001,GH_001__GH_001.md,26,26,none,pt,Cultural Identity and Global Citizenship (CG) This competence involves developing learners to put country and service foremost through an understanding of what it means to be active citizens. This is done by inculcating in learners a strong sense of social and economic awareness.,"Identidade Cultural e Cidadania Global (CG) Esta competência envolve desenvolver os alunos para colocar o país e o serviço em primeiro lugar, através de uma compreensão do que significa ser cidadãos ativos. Isso é feito incutindo nos alunos um forte senso de consciência social e econômica.",not_needed,none,supporting,candidate,
EVID_GANA_Q09_GH_002_P0072_002,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q09,RESP_GANA_Q09_20260912T142704Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_002,GH_002__GH_002.md,72,72,none,pt,Creativity and innovation promote entrepreneurial in learners skills through their ability to think of new ways of solving problems and developing technologies for addressing the problem at hand.,Creatividade e inovação promovem habilidades empreendedoras nos alunos através da sua capacidade de pensar em novas maneiras de resolver problemas e desenvolver tecnologias para abordar o problema em questão.,not_needed,none,supporting,candidate,
EVID_GANA_Q10_GH_002_P0008_001,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q10,RESP_GANA_Q10_20260912T142704Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_002,GH_002__GH_002.md,8,8,1,en,Learners actively participate in sharing their ideas. They engage in dialogue with others by listening to and learning from them. They also respect and value the views of others.,"Os alunos participam ativamente na troca de ideias. Eles se envolvem em diálogos com os outros, ouvindo e aprendendo com eles. Eles também respeitam e valorizam as opiniões dos outros.",translated,,supportive,candidate,
EVID_GANA_Q10_GH_001_P0025_002,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q10,RESP_GANA_Q10_20260912T142704Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_001,GH_001__GH_001.md,25,25,2,en,Learners having this skill are also able to think independently and creatively.,Os alunos que têm essa habilidade também são capazes de pensar de forma independente e criativa.,translated,,supportive,candidate,
EVID_GANA_Q11_GH_001_P0090_001,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q11,RESP_GANA_Q11_20260912T142704Z,Q11,C11,UNESCO_GCED_2015,gana,GH_001,GH_001__GH_001.md,90,90,CG6,en,"CG6: GLOBAL CITIZENSHIP
CG6.1: Understanding of influences of globalisation on traditions, languages and cultures
CG6.2: Recognise resistance to global practices that are inimical to our culture
CG6.3: Know the global discourse about the roles of males and females
CG6.4: Exhibit a sense of nationality and global identity","CG6: CIDADANIA GLOBAL
CG6.1: Compreensão das influências da globalização sobre tradições, línguas e culturas
CG6.2: Reconhecer a resistência a práticas globais que são prejudiciais à nossa cultura
CG6.3: Conhecer o discurso global sobre os papéis de homens e mulheres
CG6.4: Exibir um sentido de nacionalidade e identidade global",translated,,curricular,candidate,
EVID_GANA_Q11_GH_002_P0043_002,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q11,RESP_GANA_Q11_20260912T142704Z,Q11,C11,UNESCO_GCED_2015,gana,GH_002,GH_002__GH_002.md,43,43,Cultural identity and global citizenship,en,Cultural identity and global citizenship. This competence involves developing learners to put country and service foremost through an understanding of what it means to be active citizens.,"Identidade cultural e cidadania global. Esta competência envolve o desenvolvimento dos alunos para colocar o país e o serviço em primeiro lugar, por meio da compreensão do que significa ser cidadãos ativos.",translated,,curricular,candidate,
EVID_GANA_Q12_GH_001_P0025_001,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q12,RESP_GANA_Q12_20260912T142704Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_001,GH_001__GH_001.md,25,25,xxv,en,"The use of ICT as a teaching and learning tool is to provide learners access to large quantities of information online and offline. It also provides the frame- work for analysing data to investigate patterns and relationships in the computing context. Once learners have made their findings, ICT can help them organise, edit and print the information in many different ways. Learners need to be exposed to various ICT tools around them including calculators, radios, cameras, phones, television sets, computers and related software like Microsoft Office packages - Word, PowerPoint and Excel as teaching and learning tools. The exposure that learners are given from Basic 7 – 9 to use ICT in exploiting learning will build their confidence and will increase their level of motivation to apply ICT use in later years, both within and outside of education.","O uso de TIC como ferramenta de ensino e aprendizagem é proporcionar aos alunos acesso a grandes quantidades de informação online e offline. Também fornece a estrutura para analisar dados para investigar padrões e relações no contexto da computação. Depois que os alunos fazem suas descobertas, as TIC podem ajudá-los a organizar, editar e imprimir as informações de várias maneiras. Os alunos precisam ser expostos a várias ferramentas de TIC ao seu redor, incluindo calculadoras, rádios, câmeras, telefones, televisores, computadores e softwares relacionados, como pacotes do Microsoft Office - Word, PowerPoint e Excel como ferramentas de ensino e aprendizagem. A exposição que os alunos recebem do Básico 7 ao 9 para usar TIC na exploração do aprendizado construirá sua confiança e aumentará seu nível de motivação para aplicar o uso de TIC nos anos seguintes, tanto dentro quanto fora da educação.",translated,,factual,candidate,
EVID_GANA_Q12_GH_002_P0005_002,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q12,RESP_GANA_Q12_20260912T142704Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_002,GH_002__GH_002.md,5,5,1,en,The new curriculum encourages the use of Information and Communication Technologies (ICTs) for teaching and learning – ICTs as teaching and learning materials.,O novo currículo encoraja o uso de Tecnologias da Informação e Comunicação (TIC) para ensino e aprendizado - TIC como materiais de ensino e aprendizado.,translated,,factual,candidate,
EVID_GANA_Q13_GH_001_P0025_001,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q13,RESP_GANA_Q13_20260912T142704Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_001,GH_001__GH_001.md,25,25,1,en,1. Creativity and innovation. 2. Communication and collaboration 3. Cultural identity and global citizenship. 4. Personal development and leadership. 5. Digital literacy.,1. Criatividade e inovação. 2. Comunicação e colaboração 3. Identidade cultural e cidadania global. 4. Desenvolvimento pessoal e liderança. 5. Alfabetização digital.,translated,,supportive,candidate,
EVID_GANA_Q13_GH_001_P0088_002,RUN_GANA_20260912T142704Z,RUN_GANA_20260912T142704Z_Q13,RESP_GANA_Q13_20260912T142704Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,gana,GH_001,GH_001__GH_001.md,88,89,2,en,2. CRITICAL THINKING AND PROBLEM SOLVING (CP) ... CC Communication and Collaboration (CC) ... Critical thinking and Problem solving (CP).,2. PENSAMENTO CRÍTICO E RESOLUÇÃO DE PROBLEMAS (CP) ... CC Comunicação e Colaboração (CC) ... Pensamento crítico e resolução de problemas (CP).,translated,,supportive,candidate,
