document_id,source_scope,framework_source,country,country_code,continent,title,year,language,file_name,source_path,document_role,validation_status,audit_group,audit_status,pages,pages_problematic,percent_problematic,needs_ocr,structural_error,rag_ingest_status,processing_action
BR_001,national,,brasil,BR,americas,brasil_bncc-computacao_anexo-parecer-cneceb-2_2022,2022,,brasil_bncc-computacao_anexo-parecer-cneceb-2_2022.pdf,brasil/brasil_bncc-computacao_anexo-parecer-cneceb-2_2022.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_002,national,,brasil,BR,americas,brasil_bncc-computacao_complemento-bncc_2022,2022,,brasil_bncc-computacao_complemento-bncc_2022.pdf,brasil/brasil_bncc-computacao_complemento-bncc_2022.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_003,national,,brasil,BR,americas,brasil_bncc_educacao-basica_completa_2018,2018,,brasil_bncc_educacao-basica_completa_2018.pdf,brasil/brasil_bncc_educacao-basica_completa_2018.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_004,national,,brasil,BR,americas,brasil_bncc_educacao-infantil-ensino-fundamental_2018,2018,,brasil_bncc_educacao-infantil-ensino-fundamental_2018.pdf,brasil/brasil_bncc_educacao-infantil-ensino-fundamental_2018.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_005,national,,brasil,BR,americas,brasil_cieb-itinerario-formativo-tecnologia-computacao_2021,2021,,brasil_cieb-itinerario-formativo-tecnologia-computacao_2021.pdf,brasil/brasil_cieb-itinerario-formativo-tecnologia-computacao_2021.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
BR_006,national,,brasil,BR,americas,brasil_curriculo-referencia-tecnologia-computacao-cieb_2018,2018,,brasil_curriculo-referencia-tecnologia-computacao-cieb_2018.pdf,brasil/brasil_curriculo-referencia-tecnologia-computacao-cieb_2018.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
BR_007,national,,brasil,BR,americas,brasil_guia-complemento-computacao-bncc_2023,2023,,brasil_guia-complemento-computacao-bncc_2023.pdf,brasil/brasil_guia-complemento-computacao-bncc_2023.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_008,national,,brasil,BR,americas,brasil_guia-educacao-digital-midiatica_2025,2025,,brasil_guia-educacao-digital-midiatica_2025.pdf,brasil/brasil_guia-educacao-digital-midiatica_2025.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
BR_009,national,,brasil,BR,americas,brasil_ldb-lei-9394_compilada_1996-atualizada,1996,,brasil_ldb-lei-9394_compilada_1996-atualizada.pdf,brasil/brasil_ldb-lei-9394_compilada_1996-atualizada.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
BR_010,national,,brasil,BR,americas,brasil_matriz-saberes-digitais-docentes_2024,2024,,brasil_matriz-saberes-digitais-docentes_2024.pdf,brasil/brasil_matriz-saberes-digitais-docentes_2024.pdf,complementary,pending_review,Grupo D,HTML_MACHINE_READABLE,1,0,0,False,True,structural_review,structural_check_then_extract
BR_011,national,,brasil,BR,americas,brasil_nota-tecnica-cieb-27_competencias-digitais-professores_2025,2025,,brasil_nota-tecnica-cieb-27_competencias-digitais-professores_2025.pdf,brasil/brasil_nota-tecnica-cieb-27_competencias-digitais-professores_2025.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
BR_012,national,,brasil,BR,americas,brasil_parecer-cne-ceb-2_bncc-computacao_2022,2022,,brasil_parecer-cne-ceb-2_bncc-computacao_2022.pdf,brasil/brasil_parecer-cne-ceb-2_bncc-computacao_2022.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_013,national,,brasil,BR,americas,brasil_parecer-cne-cp-15_bncc_2017,2017,,brasil_parecer-cne-cp-15_bncc_2017.pdf,brasil/brasil_parecer-cne-cp-15_bncc_2017.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_014,national,,brasil,BR,americas,brasil_parecer-cne-cp-7_bncc_2022,2022,,brasil_parecer-cne-cp-7_bncc_2022.pdf,brasil/brasil_parecer-cne-cp-7_bncc_2022.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_015,national,,brasil,BR,americas,brasil_politica-nacional-educacao-digital-lei-14533_2023,2023,,brasil_politica-nacional-educacao-digital-lei-14533_2023.pdf,brasil/brasil_politica-nacional-educacao-digital-lei-14533_2023.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
BR_016,national,,brasil,BR,americas,brasil_referencial-saberes-digitais-docentes_2024,2024,,brasil_referencial-saberes-digitais-docentes_2024.pdf,brasil/brasil_referencial-saberes-digitais-docentes_2024.pdf,complementary,pending_review,Grupo D,HTML_MACHINE_READABLE,1,0,0,False,True,structural_review,structural_check_then_extract
BR_017,national,,brasil,BR,americas,brasil_resolucao-cne-ceb-1_bncc-computacao_2022,2022,,brasil_resolucao-cne-ceb-1_bncc-computacao_2022.pdf,brasil/brasil_resolucao-cne-ceb-1_bncc-computacao_2022.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_018,national,,brasil,BR,americas,brasil_resolucao-cne-ceb-2_diretrizes-dispositivos-digitais-educacao-digital-midiatica_2025,2025,,brasil_resolucao-cne-ceb-2_diretrizes-dispositivos-digitais-educacao-digital-midiatica_2025.pdf,brasil/brasil_resolucao-cne-ceb-2_diretrizes-dispositivos-digitais-educacao-digital-midiatica_2025.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
BR_019,national,,brasil,BR,americas,brasil_resolucao-cne-cp-2_bncc_2017,2017,,brasil_resolucao-cne-cp-2_bncc_2017.pdf,brasil/brasil_resolucao-cne-cp-2_bncc_2017.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
BR_020,national,,brasil,BR,americas,brasil_restricao-celulares-escolas-lei-15010_2025,2025,,brasil_restricao-celulares-escolas-lei-15010_2025.pdf,brasil/brasil_restricao-celulares-escolas-lei-15010_2025.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CA_001,national,,canada,CA,americas,canada_alberta_draft-k6-science-update_2022,2022,,canada_alberta_draft-k6-science-update_2022.pdf,canada/canada_alberta_draft-k6-science-update_2022.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CA_002,national,,canada,CA,americas,canada_alberta_k6-science-curriculum-computer-science_2023,2023,,canada_alberta_k6-science-curriculum-computer-science_2023.pdf,canada/canada_alberta_k6-science-curriculum-computer-science_2023.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CA_003,national,,canada,CA,americas,canada_ontario_digital-action-plan,,,canada_ontario_digital-action-plan.pdf,canada/canada_ontario_digital-action-plan.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CA_004,national,,canada,CA,americas,canada_ontario_ministry-education-published-plan_2023-2024,2024,,canada_ontario_ministry-education-published-plan_2023-2024.html,canada/canada_ontario_ministry-education-published-plan_2023-2024.html,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CL_001,national,,chile,CL,americas,articles-140146_programa_feb_2021_final_s_disegno,2021,,articles-140146_programa_feb_2021_final_s_disegno.pdf,chile/articles-140146_programa_feb_2021_final_s_disegno.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CL_002,national,,chile,CL,americas,articles-37136_bases,,,articles-37136_bases.pdf,chile/articles-37136_bases.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CL_003,national,,chile,CL,americas,articles-91414_bases,,,articles-91414_bases.pdf,chile/articles-91414_bases.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
CL_004,national,,chile,CL,americas,ds_po_3_2025_tiskarna-66-82,2025,,ds_po_3_2025_tiskarna-66-82.pdf,chile/ds_po_3_2025_tiskarna-66-82.pdf,complementary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
CL_005,national,,chile,CL,americas,recurso_2_rota do pensamento computacional,,,recurso_2_rota do pensamento computacional.pdf,chile/recurso_2_rota do pensamento computacional.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
AS-CN-01,national,,china,CN,asia,china_information_technology_curriculum_standard_2022,2022,,china_information_technology_curriculum_standard_2022.pdf,china/china_information_technology_curriculum_standard_2022.pdf,primary,pending_review,Grupo C,HTML_MACHINE_READABLE,1,0,0,True,False,blocked_ocr,ocr_required
AS-CN-02,national,,china,CN,asia,china_compulsory_education_curriculum_plan_2022,2022,,china_compulsory_education_curriculum_plan_2022.pdf,china/china_compulsory_education_curriculum_plan_2022.pdf,complementary,pending_review,Grupo C,HTML_MACHINE_READABLE,1,0,0,True,False,blocked_ocr,ocr_required
KR_001,national,,coreia-do-sul,KR,asia,coreia-do-sul_keris-white-paper-software-education_2018,2018,,coreia-do-sul_keris-white-paper-software-education_2018.pdf,coreia-do-sul/coreia-do-sul_keris-white-paper-software-education_2018.pdf,complementary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
EU-EE-01,national,,estonia,EE,europe,estonia_national_curriculum_basic_schools_2026,2026,,estonia_national_curriculum_basic_schools_2026.pdf,estonia/estonia_national_curriculum_basic_schools_2026.pdf,primary,validated,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
EU-EE-02,national,,estonia,EE,europe,estonia_informatics_appendix_10_2023,2023,,estonia_informatics_appendix_10_2023.pdf,estonia/estonia_informatics_appendix_10_2023.pdf,primary,validated,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
US_001,national,,eua,US,americas,eua_k12-computer-science-framework_2016,2016,,eua_k12-computer-science-framework_2016.pdf,eua/eua_k12-computer-science-framework_2016.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
FI_001,national,,finlandia,FI,europe,finlandia_new-national-core-curriculum-basic-education_2016,2016,,finlandia_new-national-core-curriculum-basic-education_2016.pdf,finlandia/finlandia_new-national-core-curriculum-basic-education_2016.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
GH_001,national,,gana,GH,africa,gana_computing-common-core-programme-curriculum_2023,2023,,gana_computing-common-core-programme-curriculum_2023.pdf,gana/gana_computing-common-core-programme-curriculum_2023.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
GH_002,national,,gana,GH,africa,gana_computing-primary-b4-b6_2019,2019,,gana_computing-primary-b4-b6_2019.pdf,gana/gana_computing-primary-b4-b6_2019.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
HK_001,national,,hong-kong,HK,asia,hong-kong_general-studies-curriculum-guide_coding-stem_2017,2017,,hong-kong_general-studies-curriculum-guide_coding-stem_2017.pdf,hong-kong/hong-kong_general-studies-curriculum-guide_coding-stem_2017.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
HK_002,national,,hong-kong,HK,asia,hong-kong_ict-curriculum-and-assessment-guide_2017,2017,,hong-kong_ict-curriculum-and-assessment-guide_2017.pdf,hong-kong/hong-kong_ict-curriculum-and-assessment-guide_2017.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
IE_001,national,,irlanda,IE,europe,irlanda_computer-science-curriculum-specification_2018,2018,,irlanda_computer-science-curriculum-specification_2018.pdf,irlanda/irlanda_computer-science-curriculum-specification_2018.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
JP_001,national,,japao,JP,asia,japao_high-school-curriculum-guidelines_2022,2022,,japao_high-school-curriculum-guidelines_2022.pdf,japao/japao_high-school-curriculum-guidelines_2022.pdf,primary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
JP_002,national,,japao,JP,asia,japao_high-school-information-commentary_2022,2022,,japao_high-school-information-commentary_2022.pdf,japao/japao_high-school-information-commentary_2022.pdf,complementary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
NZ_001,national,,nova-zelandia,NZ,oceania,nova-zelandia_dt-implementation-support-tool_2020,2020,,nova-zelandia_dt-implementation-support-tool_2020.pdf,nova-zelandia/nova-zelandia_dt-implementation-support-tool_2020.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
NZ_002,national,,nova-zelandia,NZ,oceania,nova-zelandia_now-underway-dt-implementation_2020,2020,,nova-zelandia_now-underway-dt-implementation_2020.pdf,nova-zelandia/nova-zelandia_now-underway-dt-implementation_2020.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
KE_001,national,,quenia,KE,africa,quenia_basic-education-curriculum-framework_2017,2017,,quenia_basic-education-curriculum-framework_2017.pdf,quenia/quenia_basic-education-curriculum-framework_2017.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
KE_002,national,,quenia,KE,africa,quenia_standards-digital-content-course-materials_cbc_2018,2018,,quenia_standards-digital-content-course-materials_cbc_2018.pdf,quenia/quenia_standards-digital-content-course-materials_cbc_2018.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
UK_001,national,,reino-unido,GB,europe,reino-unido_computing-curriculum_ks1-ks2_2014,2014,,reino-unido_computing-curriculum_ks1-ks2_2014.pdf,reino-unido/reino-unido_computing-curriculum_ks1-ks2_2014.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
UK_002,national,,reino-unido,GB,europe,reino-unido_computing-curriculum_ks3-ks4_2014,2014,,reino-unido_computing-curriculum_ks3-ks4_2014.pdf,reino-unido/reino-unido_computing-curriculum_ks3-ks4_2014.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
RW_001,national,,ruanda,RW,africa,ruanda_ict-syllabus,,,ruanda_ict-syllabus.pdf,ruanda/ruanda_ict-syllabus.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_001,national,,singapura,SG,asia,7155_y25_sy,,,7155_y25_sy.pdf,singapura/7155_y25_sy.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_002,national,,singapura,SG,asia,denitradu_olevelcomputingteach,,,denitradu_olevelcomputingteach.pdf,singapura/denitradu_olevelcomputingteach.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_003,national,,singapura,SG,asia,ethos da profissão de ensino_singapura,,,ethos da profissão de ensino_singapura.pdf,singapura/ethos da profissão de ensino_singapura.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_004,national,,singapura,SG,asia,framework and guidelines _ moe - nurturing early learners portal_singapura rever,,,framework and guidelines _ moe - nurturing early learners portal_singapura rever.pdf,singapura/framework and guidelines _ moe - nurturing early learners portal_singapura rever.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_005,national,,singapura,SG,asia,inteligência artificial na educação _ moe_singapura,,,inteligência artificial na educação _ moe_singapura.pdf,singapura/inteligência artificial na educação _ moe_singapura.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_006,national,,singapura,SG,asia,mext_ visão geral_,,,mext_ visão geral_.pdf,singapura/mext_ visão geral_.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_007,national,,singapura,SG,asia,moeict guidelines_final_edited_singapura,,,moeict guidelines_final_edited_singapura.pdf,singapura/moeict guidelines_final_edited_singapura.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_008,national,,singapura,SG,asia,moeict guidelines_final_edited_tecnologia_singapura,,,moeict guidelines_final_edited_tecnologia_singapura.pdf,singapura/moeict guidelines_final_edited_tecnologia_singapura.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_009,national,,singapura,SG,asia,nel framework 2022_v2_curriculo_singapura_2022,2022,,nel framework 2022_v2_curriculo_singapura_2022.pdf,singapura/nel framework 2022_v2_curriculo_singapura_2022.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_010,national,,singapura,SG,asia,nel framework 2022_v2_singapura,2022,,nel framework 2022_v2_singapura.pdf,singapura/nel framework 2022_v2_singapura.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_011,national,,singapura,SG,asia,o modelo 'linha dura' de educação que pôs um pequeno país asiático no topo de ranking mundial - bbc news brasil_singapura,,,o modelo 'linha dura' de educação que pôs um pequeno país asiático no topo de ranking mundial - bbc news brasil_singapura.pdf,singapura/o modelo 'linha dura' de educação que pôs um pequeno país asiático no topo de ranking mundial - bbc news brasil_singapura.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_012,national,,singapura,SG,asia,o-level-computing-teaching-and-learning-syllabus,,,o-level-computing-teaching-and-learning-syllabus.pdf,singapura/o-level-computing-teaching-and-learning-syllabus.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_013,national,,singapura,SG,asia,pdpc _ singapore’s approach to ai governance_singapura,,,pdpc _ singapore’s approach to ai governance_singapura.pdf,singapura/pdpc _ singapore’s approach to ai governance_singapura.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_014,national,,singapura,SG,asia,sgmodelaigovframework2_singapura,,,sgmodelaigovframework2_singapura.pdf,singapura/sgmodelaigovframework2_singapura.pdf,complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_015,national,,singapura,SG,asia,singapura_e_brasil_diretrizes_de_computação,,,singapura_e_brasil_diretrizes_de_computação.pdf,singapura/singapura_e_brasil_diretrizes_de_computação.pdf,complementary,pending_review,Grupo C,HTML_MACHINE_READABLE,1,0,0,True,False,blocked_ocr,ocr_required
SG_016,national,,singapura,SG,asia,singapura_g3-computing-syllabus_2024,2024,,singapura_g3-computing-syllabus_2024.pdf,singapura/singapura_g3-computing-syllabus_2024.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_017,national,,singapura,SG,asia,singapura_h2-computing-syllabus,,,singapura_h2-computing-syllabus.pdf,singapura/singapura_h2-computing-syllabus.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
SG_018,national,,singapura,SG,asia,singapura_o-level-computing-syllabus_2021,2021,,singapura_o-level-computing-syllabus_2021.pdf,singapura/singapura_o-level-computing-syllabus_2021.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CH_001,national,,suica,CH,europe,"en33_per_education numerique_suíça francófona — plan d’études romand, éducation numérique",,,"en33_per_education numerique_suíça francófona — plan d’études romand, éducation numérique.pdf","suica/en33_per_education numerique_suíça francófona — plan d’études romand, éducation numérique.pdf",primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CH_002,national,,suica,CH,europe,"tecnologie-e-media-modello-di-competenza_cantão do ticino — piano di studio, tecnologie e media",,,"tecnologie-e-media-modello-di-competenza_cantão do ticino — piano di studio, tecnologie e media.pdf","suica/tecnologie-e-media-modello-di-competenza_cantão do ticino — piano di studio, tecnologie e media.pdf",complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
CH_003,national,,suica,CH,europe,"zh_de_modul_mi_suíça alemã — lehrplan 21, medien und informatik",,,"zh_de_modul_mi_suíça alemã — lehrplan 21, medien und informatik.pdf","suica/zh_de_modul_mi_suíça alemã — lehrplan 21, medien und informatik.pdf",complementary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
TW_001,national,,taiwan,TW,asia,taiwan_technology-domain-information-technology_2019,2019,,taiwan_technology-domain-information-technology_2019.pdf,taiwan/taiwan_technology-domain-information-technology_2019.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
UY_001,national,,uruguai,UY,americas,uruguai_en-el-camino-del-plan-ceibal_2009,2009,,uruguai_en-el-camino-del-plan-ceibal_2009.pdf,uruguai/uruguai_en-el-camino-del-plan-ceibal_2009.pdf,complementary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
UY_002,national,,uruguai,UY,americas,uruguai_plan-ceibal-in-uruguay,,,uruguai_plan-ceibal-in-uruguay.pdf,uruguai/uruguai_plan-ceibal-in-uruguay.pdf,complementary,pending_review,Grupo B,HTML_MACHINE_READABLE,1,0,0,False,False,ready_layout_review,layout_aware_page_extraction
UY_003,national,,uruguai,UY,americas,uruguai_tecnologias-digitales_2023,2023,,uruguai_tecnologias-digitales_2023.pdf,uruguai/uruguai_tecnologias-digitales_2023.pdf,primary,pending_review,Grupo A,HTML_MACHINE_READABLE,1,0,0,False,False,ready,direct_page_extraction
